60 60 60 60 60; 5; 50.0129; 21.336
70 70 60; 14; 50.0129; 21.6683
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 17; 50.0129; 19.3563
70 70 70 70 70; 30; 50.0129; 20.8928
70 70 70 70 70; 10; 50.0129; 21.051
60 60 60 60 60 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70; 24; 49.9961; 17.5565
70 70 70 70 70 80 80 80 80 80 70; 30; 49.9961; 18.5899
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 80 80 60; 18; 49.9961; 18.177
70 70 70 70 70 70 70 70 70 70 60; 10; 49.9961; 19.0552
70 70 70 70 70 80 80 80 80 80 80 80 80 80 80 80 70; 54; 49.9961; 17.0289
70 70 60 70 70 70 70 70 70 70 70 70 50; 34; 49.9961; 18.3759
70 70 70 70 70 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80; 66; 49.9961; 15.5717
70 70 70 70 70 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 61; 49.9961; 16.5959
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 80 80 60 60 60 60 60 60 60 60 60 50; 25; 49.9961; 16.6738
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 80 80 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60; 34; 49.9961; 15.1896
70 70 70 70 70 80 80 80 80 80 80 80 80 80 80 80 70 60 60 60 60 60 60 60 60 50; 54; 49.9961; 15.8506
70 70 70 70 70 80 80 80 80 80 80 80 80 80 80 80 70 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 30; 54; 49.9961; 13.8199
70 70 70 70 70 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 40 40 40 40 40 40 40 40 40 40 30; 61; 49.9961; 15.5614
60 60 60 60 60 70 70 60; 17; 49.9961; 19.6947
60 60 60 60 60 60 60 60 45; 6; 50.0129; 20.3037
80 80 80 80 80; 25; 50.0129; 20.409
60 60 60 60 60 70 70 70 70 70; 17; 49.9961; 19.3831
70 70 70 70 70 70 70 70 70 70 70 70 70 70 70; 24; 50.0129; 18.5519
80 80 80 80 80 80 80 80 80 80; 15; 50.0129; 18.9513
50 50 50 50 50 50 50 50 50 50 50 50 50; 41; 50.0129; 19.5845
60 60 60 60 60 60 60 60 45 70 70 70 70 70 70 70 70 70; 6; 49.9961; 18.0049
80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 70; 54; 49.9961; 16.9071
80 80 80 80 80 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 61; 49.9961; 15.6278
80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80; 66; 49.9961; 15.4875
80 80 80 80 80 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 61; 49.9961; 16.4456
50 50 50 50 50 50 50 50 50 50 50 50 50 60 60 60 60 60 60 60 60 50; 41; 49.9961; 17.6608
50 50 50 50 50 50 50 50 50 50 50 50 50 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60; 41; 49.9961; 15.9188
80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 70 60 60 60 60 60 60 60 60 50; 54; 49.9961; 15.7136
80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 70 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 30; 54; 49.9961; 13.7227
80 80 80 80 80 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 40 40 40 40 40 40 40 40 40 40 30; 61; 49.9961; 15.4808
70 70 60 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 17; 49.9961; 18.2747
70 70 70 70 70; 24; 50.0129; 20.9331
80 80 80 80 60; 17; 350.006; 20.6946
70 70 70 70 70 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 80 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30; 66; 49.9961; 14.6596
70 70 70 70 70 80 80 80 80 80 70; 24; 49.9961; 18.5879
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 18; 50.0129; 17.5129
50 50 50 50 50 50 50 50 50 50 50 50 50 50 50; 18; 49.9961; 19.2363
